,GeoUID,Type,RegionName,Area(sqKm),Population,Dwellings,Households,PopulationCT,PopulationDensity,LandArea(skm),BicycleF,BicycleM,BicycleT
253,5350216.0,CT,Toronto,1.9993,5532,2238,2163,5532,2793.5,1.98,25,30,50
254,5350217.0,CT,Toronto,1.33055,5692,2917,2756,5692,4704.5,1.21,25,25,50
255,5350218.0,CT,Toronto,0.6829999999999999,2652,1060,1025,2652,3882.3,0.68,0,25,30
256,5350219.0,CT,Toronto,1.36063,4427,1690,1644,4427,3254.0,1.36,15,35,50
257,5350220.0,CT,Toronto,1.32212,4177,1597,1584,4177,3219.5,1.3,10,10,20
258,5350221.01,CT,Toronto,1.64542,6377,2751,2725,6377,3925.8,1.62,10,10,20
259,5350221.02,CT,Toronto,0.80501,5202,2167,2064,5202,6461.3,0.81,10,45,50
260,5350222.01,CT,Toronto,1.28483,6699,2626,2557,6699,5213.2,1.29,0,10,0
261,5350222.02,CT,Toronto,1.2002,5141,1830,1782,5141,4283.1,1.2,10,10,15
262,5350223.01,CT,Toronto,0.8724200000000001,1522,536,530,1522,1744.6,0.87,0,10,10
263,5350223.02,CT,Toronto,0.8724700000000001,2136,793,771,2136,2449.0,0.87,0,0,0
264,5350224.0,CT,Toronto,1.04417,1696,578,573,1696,1624.1,1.04,0,0,0
265,5350225.01,CT,Toronto,0.93466,4981,2387,2316,4981,5330.1,0.93,10,0,10
266,5350225.02,CT,Toronto,0.3048,9706,5006,4859,9706,31843.8,0.3,10,15,25
267,5350226.0,CT,Toronto,0.9533299999999999,3167,1262,1212,3167,3321.8,0.95,0,10,0
268,5350227.0,CT,Toronto,0.49183999999999994,1750,637,626,1750,3558.4,0.49,0,0,0
269,5350228.0,CT,Toronto,0.883,3131,1418,1362,3131,3829.5,0.82,15,20,30
270,5350229.0,CT,Toronto,0.32031,1223,393,384,1223,3819.5,0.32,0,0,0
271,5350230.01,CT,Toronto,1.50655,2537,1109,1082,2537,1752.3,1.45,0,0,10
272,5350230.02,CT,Toronto,0.9858399999999999,6537,2775,2606,6537,6631.2,0.99,0,10,10
273,5350231.0,CT,Toronto,3.02848,6461,2722,2566,6461,2133.5,3.03,10,15,20
274,5350232.0,CT,Toronto,2.04605,3825,1348,1306,3825,1869.5,2.05,0,0,0
275,5350233.0,CT,Toronto,2.0806,5530,2032,1982,5530,2658.3,2.08,0,0,0
276,5350234.0,CT,Toronto,2.11718,4524,1645,1600,4524,2136.7,2.12,0,0,0
277,5350235.01,CT,Toronto,1.40707,2841,1009,997,2841,2019.3,1.41,0,0,10
278,5350235.02,CT,Toronto,1.07805,5277,2039,2010,5277,4894.7,1.08,10,10,15
279,5350236.01,CT,Toronto,0.98685,6646,2560,2519,6646,6734.9,0.99,0,15,15
280,5350236.02,CT,Toronto,4.07421,5946,2284,2256,5946,1504.1,3.95,0,0,10
281,5350237.01,CT,Toronto,1.1853200000000002,6816,2468,2410,6816,5750.4,1.19,0,10,0
282,5350237.02,CT,Toronto,0.9550299999999999,2986,1077,1061,2986,3126.0,0.96,0,0,0
283,5350237.03,CT,Toronto,1.0689799999999998,5638,2626,2544,5638,5274.1,1.07,0,10,10
284,5350238.01,CT,Toronto,1.03807,3350,1259,1231,3350,3227.0,1.04,0,0,0
285,5350238.02,CT,Toronto,0.98177,5244,2070,1953,5244,5342.3,0.98,0,10,10
286,5350239.0,CT,Toronto,2.55782,6481,2511,2383,6481,2561.6,2.53,15,10,25
287,5350240.01,CT,Toronto,1.2726899999999999,3366,1291,1263,3366,2644.8,1.27,0,0,10
288,5350240.02,CT,Toronto,1.04495,6043,2621,2558,6043,5782.8,1.05,0,0,0
289,5350241.0,CT,Toronto,1.0982,3231,1030,1003,3231,2967.2,1.09,0,10,10
290,5350242.0,CT,Toronto,0.67084,1674,610,575,1674,2759.2,0.61,0,0,0
291,5350243.01,CT,Toronto,0.31518,6658,2236,2142,6658,21129.8,0.32,0,10,10
292,5350243.02,CT,Toronto,1.2154,3617,1342,1304,3617,2975.7,1.22,0,0,0
293,5350244.01,CT,Toronto,1.45046,5677,2009,1945,5677,3957.2,1.43,0,0,10
294,5350244.02,CT,Toronto,1.46584,3779,1335,1274,3779,2640.3,1.43,10,10,10
295,5350245.0,CT,Toronto,1.42111,6934,2672,2567,6934,4879.7,1.42,0,20,25
296,5350246.0,CT,Toronto,1.0727,3595,1317,1279,3595,3351.0,1.07,0,10,0
297,5350247.01,CT,Toronto,17.35024,8727,2931,2748,8727,504.8,17.29,0,10,10
298,5350247.02,CT,Toronto,3.22582,7167,2537,2385,7167,2221.5,3.23,0,20,20
299,5350248.02,CT,Toronto,1.23696,5671,1864,1784,5671,4688.3,1.21,10,10,0
300,5350248.03,CT,Toronto,3.7960800000000003,2619,789,754,2619,701.7,3.73,0,10,0
301,5350248.04,CT,Toronto,1.51177,4771,1671,1496,4771,3220.0,1.48,10,25,30
302,5350248.05,CT,Toronto,1.15519,4332,1413,1310,4332,3859.9,1.12,0,10,0
303,5350249.01,CT,Toronto,0.82975,4650,1428,1341,4650,5603.8,0.83,0,0,0
304,5350249.03,CT,Toronto,2.96801,5696,1704,1592,5696,1922.3,2.96,0,10,0
305,5350249.04,CT,Toronto,0.6863199999999999,3344,999,952,3344,4872.5,0.69,0,15,15
306,5350249.05,CT,Toronto,0.64364,5476,1584,1534,5476,8507.1,0.64,0,0,0
307,5350250.01,CT,Toronto,1.40913,5432,1618,1545,5432,3940.2,1.38,0,0,0
308,5350250.02,CT,Toronto,1.99197,4928,1854,1735,4928,2559.7,1.93,10,10,15
309,5350250.04,CT,Toronto,0.50556,6206,2057,1994,6206,12840.9,0.48,0,10,10
310,5350250.05,CT,Toronto,0.70576,7607,2288,2270,7607,11273.0,0.67,0,0,10
311,5350260.01,CT,Toronto,0.7288,6748,2431,2398,6748,9423.3,0.72,0,0,10
312,5350260.04,CT,Toronto,0.1881,4147,1498,1480,4147,22046.8,0.19,10,10,10
313,5350260.05,CT,Toronto,0.2543,4020,1369,1332,4020,15808.1,0.25,10,0,10
314,5350260.06,CT,Toronto,0.95204,3348,1132,1116,3348,3603.9,0.93,0,10,0
315,5350260.07,CT,Toronto,0.35736999999999997,3670,1534,1504,3670,10693.5,0.34,0,15,20
316,5350261.0,CT,Toronto,1.92395,5501,2284,2194,5501,2881.0,1.91,0,0,0
317,5350262.01,CT,Toronto,0.67091,5736,2752,2728,5736,8549.7,0.67,0,10,0
318,5350262.02,CT,Toronto,2.16555,6273,2526,2490,6273,2931.9,2.14,0,15,20
319,5350263.02,CT,Toronto,2.00598,3471,1680,1629,3471,1730.1,2.01,0,10,15
320,5350263.03,CT,Toronto,1.56059,4906,2106,2060,4906,3143.3,1.56,10,0,15
321,5350263.04,CT,Toronto,0.69962,6531,3616,3536,6531,9694.2,0.67,0,10,0
322,5350264.0,CT,Toronto,3.4653400000000003,1301,482,435,1301,375.4,3.47,0,0,0
323,5350265.0,CT,Toronto,2.6864,4756,1855,1742,4756,1773.2,2.68,0,25,25
324,5350266.0,CT,Toronto,2.7633799999999997,3209,1141,1064,3209,1163.8,2.76,0,0,10
325,5350267.0,CT,Toronto,2.71113,6368,2133,2062,6368,2350.9,2.71,0,10,10
326,5350268.0,CT,Toronto,3.0571,6419,2938,2837,6419,2120.7,3.03,10,10,25
327,5350269.01,CT,Toronto,0.75312,5056,2354,2081,5056,6811.3,0.74,0,0,0
328,5350269.02,CT,Toronto,1.76908,2569,951,923,2569,1477.8,1.74,0,10,10
329,5350270.01,CT,Toronto,1.1240700000000001,4980,2117,1953,4980,4431.0,1.12,0,0,0
330,5350270.02,CT,Toronto,0.75775,4264,1636,1611,4264,5639.5,0.76,0,0,0
331,5350271.01,CT,Toronto,0.8935,2429,899,893,2429,2718.5,0.89,10,10,15
332,5350271.02,CT,Toronto,0.7092,4815,1765,1749,4815,6791.3,0.71,10,0,10
333,5350272.01,CT,Toronto,0.4552,5987,2408,2342,5987,13152.5,0.46,0,0,0
334,5350272.02,CT,Toronto,0.99884,4705,1791,1763,4705,4711.1,1.0,0,10,10
335,5350273.01,CT,Toronto,3.2065799999999998,4014,1311,1231,4014,1258.9,3.19,0,10,10
336,5350273.02,CT,Toronto,1.28882,4160,1530,1477,4160,3228.1,1.29,0,0,10
337,5350274.01,CT,Toronto,1.52481,4900,1788,1756,4900,3213.3,1.52,0,0,0
338,5350274.02,CT,Toronto,1.3313700000000002,4738,2056,1964,4738,3558.7,1.33,0,0,0
339,5350275.0,CT,Toronto,1.9755900000000002,5836,2451,2347,5836,2953.6,1.98,10,25,30
340,5350276.01,CT,Toronto,1.22609,6446,2764,2642,6446,5257.3,1.23,0,10,10
341,5350276.02,CT,Toronto,1.28263,6870,2514,2398,6870,5354.6,1.28,0,25,30
342,5350277.0,CT,Toronto,1.02778,4084,1323,1220,4084,3973.1,1.03,10,10,20
343,5350278.0,CT,Toronto,1.3337,7734,2944,2679,7734,5798.0,1.33,0,15,20
344,5350279.01,CT,Toronto,1.21444,4028,1665,1523,4028,3317.1,1.21,0,15,20
345,5350279.02,CT,Toronto,1.57835,6503,2195,2117,6503,4120.5,1.58,10,0,0
346,5350280.0,CT,Toronto,2.1417200000000003,7333,2993,2920,7333,3424.1,2.14,0,10,15
347,5350281.01,CT,Toronto,0.96206,6484,2324,2256,6484,6740.8,0.96,0,10,10
348,5350281.02,CT,Toronto,0.41638000000000003,3940,1350,1306,3940,9462.1,0.42,0,0,0
349,5350282.0,CT,Toronto,2.22534,4480,1663,1607,4480,2021.4,2.22,0,0,0
350,5350283.01,CT,Toronto,0.9285,5399,1965,1938,5399,5814.8,0.93,0,0,0
351,5350283.02,CT,Toronto,1.1671200000000002,4542,1761,1712,4542,3892.0,1.17,0,10,0
352,5350284.0,CT,Toronto,1.41266,6840,2427,2349,6840,4841.8,1.41,0,0,10
353,5350285.0,CT,Toronto,1.1118,3271,1269,1207,3271,2942.6,1.11,0,0,0
354,5350286.0,CT,Toronto,3.24625,4273,1987,1704,4273,1316.1,3.25,0,10,10
355,5350287.02,CT,Toronto,1.0580399999999999,6732,2401,2246,6732,6364.8,1.06,10,30,40
356,5350287.03,CT,Toronto,0.48415,3432,1444,1305,3432,7088.0,0.48,0,10,10
357,5350287.04,CT,Toronto,0.5939399999999999,4474,2069,2017,4474,7530.7,0.59,10,10,15
358,5350288.0,CT,Toronto,2.6307099999999997,9970,4165,4002,9970,3790.9,2.63,10,50,65
359,5350289.0,CT,Toronto,1.3028,4713,1779,1725,4713,3618.7,1.3,0,10,0
360,5350290.01,CT,Toronto,0.94404,3620,1515,1475,3620,3834.3,0.94,0,0,0
361,5350290.02,CT,Toronto,0.34585,1534,782,717,1534,4434.8,0.35,0,0,0
362,5350291.02,CT,Toronto,1.1464299999999998,4947,2010,1927,4947,4315.6,1.15,0,0,0
363,5350291.03,CT,Toronto,0.41741000000000006,2302,945,903,2302,5516.4,0.42,0,0,0
364,5350291.04,CT,Toronto,0.51571,1585,680,654,1585,3073.5,0.52,0,0,0
365,5350292.0,CT,Toronto,3.7421800000000003,6721,2893,2247,6721,1796.3,3.74,0,0,10
366,5350293.0,CT,Toronto,2.0619,6242,2197,2103,6242,3132.4,1.99,0,0,10
367,5350294.01,CT,Toronto,0.8592299999999999,4386,1586,1547,4386,5104.2,0.86,0,0,0
368,5350294.02,CT,Toronto,1.02545,4504,1453,1384,4504,4392.0,1.03,0,0,0
369,5350295.0,CT,Toronto,1.0824,5180,2035,1907,5180,4785.7,1.08,0,0,0
370,5350296.0,CT,Toronto,4.6433,64,19,19,64,13.8,4.64,0,0,0
371,5350297.01,CT,Toronto,1.13952,7313,3119,3027,7313,6417.7,1.14,0,15,15
372,5350297.02,CT,Toronto,1.50956,6502,2716,2552,6502,4306.5,1.51,0,15,15
373,5350298.0,CT,Toronto,2.27223,4661,1605,1566,4661,2051.1,2.27,0,0,10
374,5350299.01,CT,Toronto,2.8929099999999996,6256,2319,2207,6256,2162.5,2.89,15,0,20
375,5350299.02,CT,Toronto,0.1593,5247,3019,2815,5247,32937.9,0.16,0,0,0
376,5350300.0,CT,Toronto,1.03364,13667,7532,6956,13667,13220.2,1.03,10,10,10
377,5350301.01,CT,Toronto,0.90166,2915,1087,1071,2915,3253.3,0.9,0,0,0
378,5350301.03,CT,Toronto,0.2736,6949,2944,2789,6949,25398.4,0.27,0,0,10
379,5350301.04,CT,Toronto,1.42622,5859,2615,2502,5859,4107.8,1.43,0,10,10
380,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,6253,5088.3,1.23,0,20,20
381,5350302.02,CT,Toronto,1.08389,6140,2092,2037,6140,5663.7,1.08,15,10,15
382,5350302.03,CT,Toronto,0.69385,3425,1205,1124,3425,4935.9,0.69,0,0,0
383,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,5355,5035.7,1.06,0,10,0
384,5350304.01,CT,Toronto,0.24931,4541,1633,1610,4541,18215.0,0.25,0,0,0
385,5350304.02,CT,Toronto,1.21224,4777,1885,1832,4777,3941.1,1.21,0,0,0
386,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,2898,2998.1,0.97,0,10,0
387,5350304.04,CT,Toronto,0.23444,3724,1415,1404,3724,15887.4,0.23,0,10,10
388,5350304.05,CT,Toronto,0.703,2847,1112,1096,2847,4050.4,0.7,10,0,10
389,5350304.06,CT,Toronto,0.74893,5807,2258,2207,5807,7754.0,0.75,0,0,0
390,5350305.01,CT,Toronto,2.44425,4451,1626,1564,4451,1842.0,2.42,0,10,10
391,5350305.03,CT,Toronto,0.71145,4914,2338,2178,4914,6907.5,0.71,0,0,10
392,5350305.04,CT,Toronto,1.00966,9133,5153,4822,9133,9093.0,1.0,10,0,10
393,5350306.01,CT,Toronto,1.17222,4574,1586,1478,4574,3902.4,1.17,0,10,0
394,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,4793,4283.3,1.12,0,10,10
395,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,5039,45726.0,0.11,0,0,0
396,5350307.04,CT,Toronto,0.15295,7035,3530,3360,7035,45980.4,0.15,0,10,10
397,5350307.05,CT,Toronto,0.10463,3581,2038,1926,3581,34235.2,0.1,0,10,10
398,5350307.06,CT,Toronto,0.10419,5424,2374,2266,5424,52053.7,0.1,0,0,0
399,5350307.07,CT,Toronto,1.22458,6321,2651,2366,6321,5160.8,1.22,10,10,10
400,5350308.02,CT,Toronto,1.42465,4310,1688,1588,4310,3025.0,1.42,15,25,40
401,5350308.03,CT,Toronto,0.39669,1147,425,385,1147,2891.4,0.4,0,0,0
402,5350308.04,CT,Toronto,1.08521,11479,5941,5576,11479,10577.8,1.09,10,0,15
403,5350309.0,CT,Toronto,0.74182,6383,2354,2308,6383,8605.9,0.74,10,10,10
404,5350310.01,CT,Toronto,1.42763,3512,1271,1204,3512,2470.3,1.42,0,0,0
405,5350310.02,CT,Toronto,2.23548,5048,2028,1858,5048,2357.4,2.14,0,0,0
406,5350311.02,CT,Toronto,0.89054,5823,2308,2141,5823,6536.8,0.89,0,15,25
407,5350311.03,CT,Toronto,0.79713,2651,923,863,2651,3326.2,0.8,0,10,10
408,5350311.04,CT,Toronto,0.95755,6552,2436,2247,6552,6845.7,0.96,10,20,25
409,5350311.05,CT,Toronto,0.34549,6823,2681,2593,6823,19748.2,0.35,0,40,35
410,5350311.06,CT,Toronto,10.24442,5744,2703,2326,5744,561.4,10.23,10,20,20
411,5350312.02,CT,Toronto,0.524,3448,1185,1077,3448,6580.2,0.52,0,10,10
412,5350312.03,CT,Toronto,1.48726,6420,2219,2164,6420,4316.5,1.49,10,0,10
413,5350312.04,CT,Toronto,0.72554,5763,1820,1718,5763,7942.4,0.73,0,15,15
414,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,3836,11089.9,0.35,0,0,10
415,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,3444,7513.1,0.46,0,0,10
416,5350312.07,CT,Toronto,0.6247,3076,1312,1221,3076,4929.5,0.62,0,0,0
417,5350313.0,CT,Toronto,2.89834,5554,1945,1808,5554,1938.6,2.86,0,10,10
418,5350314.01,CT,Toronto,0.4281,5036,1741,1676,5036,11766.4,0.43,0,10,0
419,5350314.02,CT,Toronto,1.12467,4955,1704,1568,4955,4610.6,1.07,0,0,10
420,5350315.01,CT,Toronto,1.51758,3368,1223,1122,3368,2285.1,1.47,0,10,10
421,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,3543,8283.8,0.43,0,0,0
422,5350315.03,CT,Toronto,6.01015,5505,1895,1699,5505,915.9,6.01,0,0,0
423,5350316.01,CT,Toronto,1.7746,3910,1301,1224,3910,2203.2,1.77,10,20,25
424,5350316.03,CT,Toronto,0.40066,5888,2039,1948,5888,14694.3,0.4,0,20,20
425,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,4275,9193.5,0.47,10,0,10
426,5350316.05,CT,Toronto,0.40614,3992,1373,1309,3992,9827.7,0.41,0,15,15
427,5350316.06,CT,Toronto,0.40499,3672,1198,1164,3672,9064.4,0.41,10,0,15
428,5350317.02,CT,Toronto,0.43231,7347,3408,3336,7347,16999.1,0.43,0,25,25
429,5350317.03,CT,Toronto,1.19309,3688,1264,1245,3688,3090.8,1.19,0,10,10
430,5350317.04,CT,Toronto,0.72206,6627,2594,2534,6627,9179.9,0.72,10,10,15
431,5350317.05,CT,Toronto,0.54133,2229,834,811,2229,4499.4,0.5,0,0,0
432,5350318.0,CT,Toronto,1.9063700000000001,8574,3568,3330,8574,4497.7,1.91,0,15,15
433,5350319.0,CT,Toronto,1.20157,4191,1616,1527,4191,3487.8,1.2,0,10,10
434,5350320.01,CT,Toronto,0.73678,5197,2103,2036,5197,7054.4,0.74,0,15,20
435,5350320.02,CT,Toronto,0.8527600000000001,5869,2129,2067,5869,6883.7,0.85,0,10,10
436,5350321.01,CT,Toronto,1.25768,3830,1340,1258,3830,3046.0,1.26,0,0,0
437,5350321.02,CT,Toronto,1.2172,4030,1497,1429,4030,3310.6,1.22,0,10,10
438,5350322.01,CT,Toronto,0.20805,4737,2371,2242,4737,22774.0,0.21,10,10,15
439,5350322.02,CT,Toronto,1.40695,3500,1262,1185,3500,2487.4,1.41,0,10,10
440,5350323.01,CT,Toronto,1.04061,4289,1746,1706,4289,4148.4,1.03,0,0,0
441,5350323.02,CT,Toronto,1.8599900000000003,5367,1935,1849,5367,2895.3,1.85,0,10,10
442,5350324.01,CT,Toronto,1.1954,3498,1214,1143,3498,2958.9,1.18,10,0,0
443,5350324.02,CT,Toronto,1.89369,6123,2256,2133,6123,3233.9,1.89,0,0,0
444,5350324.03,CT,Toronto,2.16991,3862,1762,1701,3862,1781.9,2.17,0,0,0
445,5350324.05,CT,Toronto,0.65612,3388,1405,1382,3388,5163.1,0.66,0,0,10
446,5350324.06,CT,Toronto,0.65762,3561,1219,1182,3561,5433.3,0.66,0,10,0
447,5350330.0,CT,Toronto,2.19348,4288,1757,1730,4288,1954.7,2.19,0,0,10
448,5350331.01,CT,Toronto,1.52013,5629,2287,2261,5629,3703.0,1.52,0,0,0
449,5350331.03,CT,Toronto,0.51039,6162,1931,1877,6162,12072.9,0.51,0,0,0
450,5350331.04,CT,Toronto,1.06015,3212,1288,1261,3212,3029.9,1.06,0,0,0
451,5350332.0,CT,Toronto,1.52621,7350,2914,2785,7350,4815.6,1.53,0,0,0
452,5350333.0,CT,Toronto,2.39935,4695,1710,1644,4695,1956.9,2.4,0,10,10
453,5350334.0,CT,Toronto,2.38519,3500,1358,1274,3500,1470.2,2.38,0,10,10
454,5350335.0,CT,Toronto,2.2315099999999997,7740,3026,2984,7740,3468.1,2.23,10,10,15
455,5350336.0,CT,Toronto,1.63381,6772,2553,2393,6772,4144.2,1.63,0,30,30
456,5350337.01,CT,Toronto,0.20168,721,357,316,721,3574.6,0.2,0,10,0
457,5350337.02,CT,Toronto,0.61933,2155,888,862,2155,3480.3,0.62,10,0,10
458,5350338.0,CT,Toronto,1.6501299999999999,5956,2729,2627,5956,3609.5,1.65,10,20,30
459,5350339.0,CT,Toronto,1.8385099999999999,6687,3110,3000,6687,3664.7,1.82,30,45,70
460,5350340.0,CT,Toronto,1.27488,6771,2557,2457,6771,5310.6,1.28,0,10,15
461,5350341.02,CT,Toronto,0.77866,4379,1860,1777,4379,5624.9,0.78,0,10,10
462,5350341.03,CT,Toronto,0.40538,3436,1465,1334,3436,8475.6,0.41,0,10,0
463,5350341.04,CT,Toronto,0.67099,6030,2261,2171,6030,8986.6,0.67,10,25,25
464,5350342.0,CT,Toronto,1.2329700000000001,7561,2414,2376,7561,6133.2,1.23,10,15,25
465,5350343.0,CT,Toronto,1.09816,4218,1620,1517,4218,3841.5,1.1,0,0,0
466,5350344.01,CT,Toronto,1.06274,5186,1990,1880,5186,4879.1,1.06,0,15,10
467,5350344.02,CT,Toronto,0.22083000000000003,3365,1850,1829,3365,15240.0,0.22,10,0,0
468,5350345.0,CT,Toronto,0.78754,3938,1328,1258,3938,5000.6,0.79,0,15,15
469,5350346.01,CT,Toronto,1.5199799999999999,4634,1717,1609,4634,3048.9,1.52,0,15,20
470,5350346.02,CT,Toronto,0.40049,5388,2066,2029,5388,13449.8,0.4,0,10,10
471,5350347.0,CT,Toronto,1.50409,2833,931,924,2833,1883.4,1.5,0,10,10
472,5350348.0,CT,Toronto,2.31904,5601,2007,1972,5601,2417.9,2.32,20,25,40
473,5350349.0,CT,Toronto,0.8761700000000001,5720,2335,2309,5720,6528.9,0.88,0,25,25
474,5350350.0,CT,Toronto,3.3616599999999996,5419,2063,1986,5419,1612.0,3.36,0,20,20
475,5350351.01,CT,Toronto,0.9748600000000001,5497,2130,2051,5497,5639.1,0.97,0,10,10
476,5350351.02,CT,Toronto,0.56565,2756,1116,1088,2756,4871.8,0.57,0,10,10
477,5350352.0,CT,Toronto,1.1271200000000001,5309,1945,1892,5309,4709.5,1.13,0,15,15
478,5350353.02,CT,Toronto,1.21341,5305,1697,1649,5305,4372.4,1.21,0,0,0
479,5350353.03,CT,Toronto,0.40919,3107,1100,1075,3107,7596.6,0.41,0,0,0
480,5350353.04,CT,Toronto,0.62956,4509,1650,1590,4509,7162.8,0.63,0,0,10
481,5350354.0,CT,Toronto,1.33283,5403,1826,1695,5403,4053.3,1.33,0,25,25
482,5350355.02,CT,Toronto,1.105,5214,1980,1919,5214,4718.1,1.11,0,0,0
483,5350355.04,CT,Toronto,0.5770000000000001,5270,1810,1776,5270,9131.9,0.58,0,0,0
484,5350355.05,CT,Toronto,0.31432,3033,1056,993,3033,9650.0,0.31,0,0,0
485,5350355.06,CT,Toronto,0.1923,1643,603,559,1643,8543.9,0.19,0,0,0
486,5350356.0,CT,Toronto,1.55598,4833,1633,1555,4833,3109.4,1.55,0,0,15
487,5350357.01,CT,Toronto,1.05106,7123,2490,2404,7123,6776.7,1.05,0,0,0
488,5350357.02,CT,Toronto,1.10589,4940,1774,1693,4940,4467.0,1.11,0,0,0
489,5350358.01,CT,Toronto,1.1101299999999998,3397,1180,1129,3397,3060.4,1.11,0,10,10
490,5350358.02,CT,Toronto,0.6179100000000001,4732,2021,1955,4732,7657.0,0.62,0,0,0
491,5350358.03,CT,Toronto,1.09741,5598,2304,2217,5598,5101.1,1.1,0,10,10
492,5350359.0,CT,Toronto,2.23634,7558,2773,2687,7558,3380.0,2.24,0,0,0
493,5350360.0,CT,Toronto,4.55616,6107,2040,1998,6107,1352.0,4.52,0,10,10
494,5350361.01,CT,Toronto,2.95729,5804,1963,1928,5804,1981.7,2.93,0,0,0
495,5350361.02,CT,Toronto,2.46272,7558,2476,2451,7558,3075.6,2.46,0,0,0
496,5350362.01,CT,Toronto,2.5287900000000003,6300,2153,2083,6300,2540.7,2.48,0,0,0
497,5350362.02,CT,Toronto,1.9434900000000002,5628,1731,1626,5628,2895.8,1.94,0,15,15
498,5350362.03,CT,Toronto,3.3025800000000003,6866,2176,2074,6866,2107.9,3.26,10,0,10
499,5350362.04,CT,Toronto,1.3530799999999998,5019,1796,1756,5019,3709.5,1.35,0,0,0
500,5350363.02,CT,Toronto,1.19757,3253,1115,1106,3253,2716.5,1.2,0,0,0
501,5350363.04,CT,Toronto,1.12713,3668,1119,1106,3668,3254.1,1.13,0,0,0
502,5350363.05,CT,Toronto,0.50329,4538,1776,1694,4538,9018.3,0.5,0,0,0
503,5350363.06,CT,Toronto,0.82891,7307,3439,3326,7307,8815.3,0.83,0,0,0
504,5350363.07,CT,Toronto,2.2765400000000002,5338,1971,1925,5338,2344.6,2.28,0,0,0
505,5350364.01,CT,Toronto,2.90673,5996,2034,1973,5996,2062.7,2.91,0,15,10
506,5350364.02,CT,Toronto,0.74379,3053,1004,957,3053,4104.6,0.74,0,10,0
507,5350365.0,CT,Toronto,1.5674,6497,2028,1946,6497,4145.3,1.57,0,0,0
508,5350366.0,CT,Toronto,1.44064,6136,2143,2069,6136,4260.2,1.44,0,10,10
509,5350367.01,CT,Toronto,0.71324,4710,1398,1375,4710,6605.9,0.71,0,0,0
510,5350367.02,CT,Toronto,1.0306799999999998,3548,1218,1186,3548,3442.7,1.03,0,20,20
511,5350368.01,CT,Toronto,0.8884700000000001,6843,3786,3582,6843,7702.6,0.89,10,0,10
512,5350368.02,CT,Toronto,1.57328,4315,1464,1399,4315,2742.5,1.57,0,0,0
513,5350369.0,CT,Toronto,2.4665,8094,2520,2441,8094,3281.6,2.47,10,10,10
514,5350370.01,CT,Toronto,1.76665,9977,3792,3725,9977,5648.2,1.77,0,0,10
